Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount
C450788,P479974,2023,Lucas Begum,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/11/2023,20/11/2023,20/06/2025,23/08/2023,22/08/2024,0,0,127350,127350,0,127350
C841112,P826020,2024,Ethan Fernandez,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,28/02/2025,15/05/2025,20/06/2025,16/06/2024,15/04/2025,10000,0,0,10000,0,10000
C169836,P161962,2025,Maya Hughes,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/04/2025,15/04/2025,24/06/2025,02/02/2025,01/12/2025,430250,0,0,430250,0,430250
C466232,P191736,2025,Yusuf Davies,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/02/2025,03/03/2025,24/06/2025,21/12/2024,06/03/2025,30000,0,0,30000,0,30000
C474655,P356538,2023,Fatima Lewis,Broker Two,Motor Commercial,080,General Cartage,0807,Own Damage,24/01/2024,02/02/2024,24/06/2025,07/08/2023,06/08/2024,0,0,705000,705000,0,705000
C239701,P804399,2024,Maya Johnson,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,31/12/2024,02/01/2025,25/06/2025,29/05/2024,28/05/2025,750042,0,0,750042,0,750042
C150436,P418468,2024,Yusuf Gupta,Epsilon Underwriters,Motor Commercial,080,PSV,0804,Accidental Damage,05/10/2024,05/10/2024,25/06/2025,20/03/2024,19/03/2025,16800,0,0,16800,0,16800
C730405,P887481,2024,Daniel Taylor,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,21/04/2025,29/04/2025,27/06/2025,01/08/2024,31/07/2025,0,0,20000,20000,0,20000
C842807,P682446,2024,Ella Davies,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,28/05/2025,03/06/2025,27/06/2025,05/11/2024,04/11/2025,0,0,15000,15000,0,15000
C543451,P656959,2024,Raj Johnson,Beta Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,15/02/2025,09/04/2025,27/06/2025,14/05/2024,13/05/2025,0,0,26000,26000,0,26000
C561300,P855098,2025,Mateo Smith,Zeta Assurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,05/06/2025,12/06/2025,27/06/2025,01/01/2025,31/12/2025,0,0,16000,16000,0,16000
C275518,P805585,2024,Zara Ahmed,Kappa Brokers,Fire Domestic,03,Domestic Package,030,Floods,22/04/2024,23/04/2024,09/01/2025,31/03/2024,30/03/2025,0,0,71920,71920,48370.55,23549.45
C338724,P602420,2024,Fatima Ahmed,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Third Party Property,04/02/2024,15/03/2024,16/05/2025,16/01/2024,15/02/2024,0,0,168800,168800,0,168800
C661449,P481611,2022,Sophia Miller,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/02/2023,07/03/2023,13/03/2025,04/09/2022,03/09/2023,0,0,3100,3100,0,3100
C891356,P639517,2024,David Begum,Kappa Brokers,Fire Domestic,03,Domestic Package,030,Floods,09/07/2024,10/07/2024,09/01/2025,01/07/2024,30/06/2025,0,0,71920,71920,24728.4,47191.6
C137619,P421136,2023,Mateo Thompson,Alpha Insurance Agency,Motor Commercial,080,PSV,0804,Own Damage,12/02/2024,21/02/2024,07/03/2025,17/10/2023,16/10/2024,0,0,6380,6380,0,6380
C372207,P134893,2024,Arjun Hall,Sigma Risk Advisors,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,21/06/2024,24/06/2024,23/01/2025,29/01/2024,31/12/2024,423000,0,0,423000,0,423000
C868500,P649257,2024,Daniel Patel,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/07/2024,22/07/2024,21/01/2025,01/07/2024,30/06/2025,0,0,146060,146060,0,146060
C226627,P171460,2023,Ethan Shah,Taurus Brokers,Motor Private,070,Motor Cycle Comprehensive,0701,Accidental Damage,06/10/2023,12/10/2023,09/01/2025,01/07/2023,30/06/2024,0,0,133700,133700,0,133700
C331508,P857914,2022,Mateo Wilson,Orion Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,24/05/2023,25/05/2023,09/01/2025,17/06/2022,16/06/2023,0,0,222300,222300,222300,0
C808560,P873400,2024,Amelia Miller,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/11/2024,18/11/2024,10/01/2025,28/06/2024,27/06/2025,96000,0,0,96000,0,96000
C348102,P403487,2024,Nina Wilson,Orion Risk Partners,Engineering,02,Machinery Breakdown,023,Accidental damage,21/11/2024,21/11/2024,08/01/2025,01/02/2024,31/01/2025,190000,0,0,190000,99090.89,90909.11
C114157,P924022,2023,Maya Ali,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,16/02/2024,19/02/2024,15/01/2025,20/10/2023,19/10/2024,94370,0,0,94370,0,94370
C873906,P502161,2024,Daniel Ahmed,Taurus Brokers,Motor Private,070,Motor Cycle Comprehensive,0701,Accidental Damage,19/07/2024,23/07/2024,08/01/2025,01/05/2024,30/04/2025,20000,0,0,20000,0,20000
C302818,P705761,2024,Aisha Hall,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/10/2024,28/10/2024,08/01/2025,25/10/2024,24/10/2025,30000,0,0,30000,0,30000
C991057,P845287,2024,Zara Khan,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/12/2024,06/01/2025,15/01/2025,21/11/2024,20/11/2025,12000,0,0,12000,0,12000
C934359,P223929,2024,Daniel Williams,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,29/07/2024,09/12/2024,06/02/2025,01/05/2024,30/04/2025,168754,0,0,168754,0,168754
C732785,P651486,2022,Sophia Smith,Pioneer Underwriters,Motor Commercial,080,Motor Commercial Third Party,0808,Own Damage,31/01/2023,04/02/2023,09/01/2025,08/06/2022,07/06/2023,0,0,131765,131765,102238,29527
C616454,P807042,2023,Ethan Shah,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/11/2024,13/11/2024,13/01/2025,27/12/2023,15/11/2024,750000,0,0,750000,0,750000
C342283,P991419,2020,Yusuf Patel,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/06/2021,22/07/2021,10/01/2025,01/08/2020,31/07/2021,0,0,517430,517430,0,517430
C517955,P160183,2024,Leo Roberts,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/12/2024,10/12/2024,14/01/2025,19/09/2024,18/09/2025,2250000,0,0,2250000,0,2250000
C392796,P321956,2023,Arjun Smith,Theta Insurance,Engineering,02,Contractors' All Risks,020,Theft of material,04/09/2023,27/09/2023,17/01/2025,17/03/2023,16/03/2024,206131,0,0,206131,0,206131
C791492,P126960,2024,Leila Begum,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/10/2024,19/10/2024,21/01/2025,04/02/2024,03/02/2025,0,0,253940,253940,0,253940
C878172,P589105,2024,Ella Johnson,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/10/2024,24/10/2024,06/02/2025,01/10/2024,30/09/2025,0,0,6380,6380,0,6380
C895383,P755060,2024,Aarav Patel,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/12/2024,14/01/2025,04/02/2025,02/02/2024,01/02/2025,10000,0,0,10000,0,10000
C268331,P195699,2017,Fatima Hughes,Pioneer Underwriters,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,10/06/2017,06/07/2017,19/02/2025,03/03/2017,30/09/2017,0,0,84600,84600,0,84600
C272359,P484165,2024,Raj Taylor,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/11/2024,02/12/2024,06/02/2025,01/01/2024,31/12/2024,0,0,6380,6380,0,6380
C252175,P544931,2024,Omar Fernandez,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/11/2024,18/11/2024,06/02/2025,13/02/2024,12/02/2025,0,0,2900,2900,0,2900
C496673,P589078,2023,Nina Shah,Horizon Brokers,Motor Private,070,Motor Private Third Party Only,0703,Injury To Third Part,10/01/2024,04/10/2024,21/01/2025,09/08/2023,08/08/2024,0,0,200000,200000,0,200000
C392243,P939127,2022,Leila Gupta,Lambda Insurance Group,Fire Industrial,04,Fire and Allied Perils,040,Own Damage,10/08/2022,07/09/2022,21/01/2025,01/01/2022,01/01/2023,6000000,0,0,6000000,5748690.6,251309.4
C923787,P631507,2023,Aarav Hughes,Alpha Insurance Agency,Fire Domestic,03,Domestic Package,030,Floods,21/09/2023,25/09/2023,30/01/2025,30/07/2023,29/07/2024,254087,0,0,254087,183507.29,70579.71
C442609,P971178,2024,Omar Taylor,Orion Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,20/11/2024,10/01/2025,21/01/2025,15/11/2024,14/12/2024,11000,0,0,11000,0,11000
C540162,P452302,2024,David Johnson,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/11/2024,14/11/2024,06/02/2025,01/01/2024,31/12/2024,0,0,8700,8700,0,8700
C903111,P943425,2024,Noah Thompson,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/11/2024,04/11/2024,06/02/2025,29/09/2024,28/09/2025,0,0,7380,7380,0,7380
C276292,P493551,2024,Priya Singh,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/11/2024,21/11/2024,07/02/2025,04/09/2024,03/09/2025,0,0,3100,3100,0,3100
C662494,P597711,2024,Arjun Smith,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/11/2024,18/11/2024,07/02/2025,03/07/2024,02/07/2025,0,0,3100,3100,0,3100
C959073,P270574,2024,Maya Smith,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/12/2024,13/12/2024,06/02/2025,19/04/2024,18/04/2025,0,0,3100,3100,0,3100
C957239,P265020,2024,Aisha Brown,Pioneer Underwriters,Motor Private,070,Motor Cycle Comprehensive,0701,Accidental Damage,13/12/2024,16/12/2024,06/02/2025,22/02/2024,21/02/2025,0,0,5390,5390,0,5390
C973292,P678355,2024,Sophia Taylor,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2024,28/08/2024,06/02/2025,09/01/2024,08/01/2025,0,0,6980,6980,0,6980
C881047,P682462,2023,Mateo Patel,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/08/2024,27/08/2024,06/02/2025,11/10/2023,10/10/2024,0,0,6980,6980,0,6980
C523541,P994867,2024,Raj Miller,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,12/12/2024,12/12/2024,06/02/2025,14/04/2024,13/04/2025,0,0,21908,21908,0,21908
C380713,P463717,2024,Maya Johnson,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,03/10/2024,07/10/2024,24/01/2025,09/07/2024,08/07/2025,0,0,16500,16500,0,16500
C641013,P798020,2024,Yusuf Lewis,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/09/2024,02/10/2024,07/02/2025,24/01/2024,23/01/2025,0,0,2900,2900,0,2900
C118510,P297477,2024,Priya Fernandez,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/11/2024,12/11/2024,07/02/2025,01/07/2024,30/06/2025,0,0,6650,6650,0,6650
C141971,P478499,2023,Ethan Johnson,Delta Coverage Ltd,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,22/10/2024,24/10/2024,07/02/2025,21/11/2023,20/11/2024,0,0,6380,6380,0,6380
C147783,P770392,2024,Aarav Johnson,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/11/2024,04/12/2024,07/02/2025,27/01/2024,26/01/2025,0,0,2320,2320,0,2320
C338500,P860988,2023,Sophia Brown,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/07/2024,16/07/2024,07/03/2025,04/08/2023,03/08/2024,0,0,2320,2320,0,2320
C745371,P628864,2024,Raj Smith,Zeta Assurance,Liability,05,Public Liability,052,Accidental Damage,19/07/2024,14/08/2024,06/02/2025,01/09/2023,31/08/2024,0,0,3150,3150,0,3150
C446056,P165742,2022,Priya Sharma,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/02/2022,18/02/2022,11/03/2025,12/01/2022,11/02/2022,0,0,2920,2920,0,2920
C983798,P700863,2024,Sophia Brown,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/11/2024,14/11/2024,06/02/2025,18/10/2024,17/10/2025,0,0,6380,6380,0,6380
C408157,P695681,2023,Ethan Begum,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/07/2024,18/07/2024,06/02/2025,13/09/2023,12/09/2024,0,0,6980,6980,0,6980
C961038,P394369,2024,Ethan Fernandez,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/11/2024,06/11/2024,06/02/2025,25/01/2024,24/01/2025,0,0,7130,7130,0,7130
C344203,P109615,2024,Arjun Ahmed,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/09/2024,08/10/2024,06/02/2025,19/03/2024,18/03/2025,65140,0,0,65140,0,65140
C861456,P762185,2024,Fatima Brown,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/10/2024,15/10/2024,19/02/2025,31/05/2024,30/05/2025,0,0,68920,68920,0,68920
C381601,P252022,2023,Daniel Gupta,Iota Claims Ltd,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,23/09/2024,23/09/2024,19/02/2025,14/11/2023,13/11/2024,0,0,179120,179120,0,179120
C506511,P933508,2023,Leo Fernandez,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/08/2024,16/08/2024,19/02/2025,23/11/2023,22/11/2024,0,0,236060,236060,0,236060
C591001,P914323,2023,Leo Miller,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/05/2024,30/05/2024,06/02/2025,22/07/2023,21/07/2024,0,0,6980,6980,0,6980
C318799,P434023,2024,Zara Wilson,Broker One,Theft,10,All Risks,103,Loss of Phone,27/12/2024,16/01/2025,30/01/2025,28/10/2024,30/06/2025,75451,0,0,75451,0,75451
C191086,P243161,2022,Maya Fernandez,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/04/2023,16/04/2023,07/02/2025,15/11/2022,14/11/2023,0,0,24460,24460,0,24460
C319855,P346330,2022,David Wilson,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/01/2023,09/01/2023,06/02/2025,09/04/2022,08/04/2023,0,0,28960,28960,0,28960
C398868,P753264,2023,Omar Shah,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/02/2024,22/02/2024,06/02/2025,23/05/2023,22/05/2024,0,0,34650,34650,0,34650
C810031,P491071,2022,Raj Taylor,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/06/2023,03/07/2023,06/02/2025,23/09/2022,22/09/2023,0,0,24960,24960,0,24960
C821761,P365314,2021,Daniel Smith,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/10/2022,11/10/2022,07/02/2025,17/11/2021,16/11/2022,0,0,24500,24500,0,24500
C714203,P939926,2023,Yusuf Roberts,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/09/2024,02/10/2024,19/02/2025,17/11/2023,16/11/2024,0,0,213920,213920,0,213920
C986568,P990278,2022,Isla Johnson,Alpha Insurance Agency,Motor Commercial,080,General Cartage,0807,Accidental Damage,25/04/2023,27/04/2023,13/03/2025,21/06/2022,19/05/2023,0,0,30210,30210,0,30210
C654662,P574273,2024,Priya Davies,Broker One,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,22/12/2024,03/01/2025,06/02/2025,01/07/2024,30/06/2025,16000,0,0,16000,0,16000
C654939,P185078,2022,Fatima Miller,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/05/2023,19/05/2023,07/03/2025,12/09/2022,11/09/2023,0,0,30450,30450,0,30450
C291841,P623330,2024,Leo Miller,Broker One,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,23/10/2024,25/10/2024,19/02/2025,21/03/2024,28/02/2025,0,0,298368,298368,0,298368
C567957,P885382,2024,Lucas Johnson,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,23/10/2024,25/10/2024,06/02/2025,21/03/2024,28/02/2025,0,0,2900,2900,0,2900
C417287,P385400,2024,Sophia Ali,Pioneer Underwriters,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,23/10/2024,25/10/2024,06/02/2025,21/03/2024,28/02/2025,0,0,12760,12760,0,12760
C448059,P152189,2024,Ella Singh,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/10/2024,09/10/2024,14/02/2025,19/09/2024,18/09/2025,0,0,153700,153700,0,153700
C317451,P840379,2024,Ethan Begum,Horizon Brokers,Motor Commercial,080,General Cartage,0807,Accidental Damage,24/09/2024,01/10/2024,19/02/2025,01/07/2024,30/06/2025,0,0,277298,277298,0,277298
C348743,P943744,2023,Yusuf Hughes,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/02/2023,15/03/2023,30/01/2025,01/01/2023,31/12/2023,767042,0,0,767042,0,767042
C436790,P974782,2023,Lucas Thompson,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/12/2023,14/12/2023,30/01/2025,01/01/2023,31/12/2023,802310,0,0,802310,0,802310
C115300,P788278,2022,Nina Begum,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2023,11/09/2023,30/01/2025,11/09/2022,10/09/2023,698275,0,0,698275,0,698275
C132959,P254612,2022,Lucas Ali,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2023,11/09/2023,30/01/2025,11/09/2022,10/09/2023,362254,0,0,362254,0,362254
C815978,P702450,2023,Leila Lewis,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/08/2023,10/08/2023,30/01/2025,21/02/2023,19/02/2024,812593,0,0,812593,0,812593
C193753,P136334,2023,Omar Brown,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/08/2023,04/09/2023,30/01/2025,03/02/2023,02/02/2024,7900,0,0,7900,0,7900
C838381,P222111,2023,Isla Lewis,Broker Three,Motor Commercial,080,PSV,0804,Own Damage,09/10/2023,09/10/2023,30/01/2025,13/03/2023,12/02/2024,604635,0,0,604635,0,604635
C294030,P317149,2024,Isla Shah,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,20/01/2025,21/01/2025,31/01/2025,12/08/2024,11/08/2025,120000,0,0,120000,0,120000
C735634,P818295,2024,Zara Patel,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/01/2025,16/01/2025,31/01/2025,06/02/2024,05/02/2025,898388,0,0,898388,0,898388
C148118,P564507,2023,Leila Ali,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/12/2023,08/12/2023,31/01/2025,07/09/2023,06/09/2024,126000,0,0,126000,0,126000
C630557,P631127,2024,Ethan Miller,Horizon Brokers,Motor Commercial,080,PSV,0804,Own Damage,19/12/2024,20/12/2024,06/02/2025,20/09/2024,19/08/2025,98500,0,0,98500,0,98500
C409011,P526703,2024,Raj Wilson,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/10/2024,16/10/2024,25/04/2025,17/05/2024,12/03/2025,0,0,6380,6380,0,6380
C858983,P839413,2024,Yusuf Khan,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/05/2024,02/07/2024,18/02/2025,12/03/2024,11/03/2025,0,0,1191100,1191100,0,1191100
C797851,P729106,2024,Fatima Sharma,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/09/2024,01/10/2024,07/03/2025,16/08/2024,15/08/2025,0,0,6650,6650,0,6650
C174533,P577900,2021,David Fernandez,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/10/2022,24/10/2022,06/02/2025,27/11/2021,26/11/2022,0,0,29360,29360,0,29360
C915187,P795272,2024,Leo Smith,Broker Three,Motor Private,070,Motor Cycle Comprehensive,0701,Own Damage,07/07/2024,11/07/2024,20/06/2025,29/04/2024,31/12/2024,0,0,30260,30260,0,30260
C824011,P863408,2024,Isla Roberts,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/10/2024,11/10/2024,27/03/2025,25/09/2024,24/10/2024,0,0,31620,31620,0,31620
C592557,P752232,2023,Sophia Thompson,Summit Brokers,Engineering,02,Machinery Breakdown,023,Accidental damage,15/09/2023,05/12/2024,13/02/2025,01/04/2023,31/03/2024,0,0,57420,57420,25823.73,31596.27
C635741,P206267,2024,Leo Wilson,Vertex Insurance,Fire Domestic,03,Domestic Package,030,Floods,23/04/2024,24/04/2024,13/02/2025,01/04/2024,31/03/2025,0,0,126440,126440,80294.01,46145.99
C519605,P598521,2023,Nina Shah,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/09/2024,30/09/2024,25/04/2025,10/11/2023,09/11/2024,0,0,27020,27020,0,27020
C189293,P445505,2024,Raj Begum,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,26/10/2024,28/10/2024,07/02/2025,30/05/2024,29/05/2025,0,0,22950,22950,0,22950
C349699,P322294,2024,Daniel Gupta,Lambda Insurance Group,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,07/07/2024,12/07/2024,25/04/2025,01/01/2024,31/12/2024,0,0,25820,25820,0,25820
C473343,P284535,2024,Yusuf Johnson,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/08/2024,14/08/2024,17/02/2025,05/04/2024,17/10/2024,0,0,5800,5800,0,5800
