Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount,Claim No Check,Policy No Check,Class Check,Date Reasonability,Gross=Net+Reinsurance
C853040,P448023,2024.0,Nina Fernandez,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-19,2025-06-18,2024-07-09,2025-07-08,0,0,407400,407400.0,0.0,407400.0,OK,OK,OK,OK,OK
C555706,P649398,2022.0,Arjun Singh,Broker Three,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-09-23,2022-09-30,2025-06-09,2022-03-01,2023-02-28,257806,0,0,257806.0,257806.0,0.0,OK,OK,OK,OK,OK
C893342,P195993,2023.0,Leo Brown,Broker One,Marine,6,Marine Cargo,61,Damage To Goods,2023-10-09,2023-10-23,2025-06-10,2023-10-04,2024-01-03,58474,0,0,58474.0,58474.0,0.0,OK,OK,OK,OK,OK
C959144,P698322,2025.0,Yusuf Thompson,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-01-17,2025-06-04,2025-06-16,2025-01-02,2026-01-01,33060,0,0,33060.0,0.0,33060.0,OK,OK,OK,CHECK,OK
C107203,P652904,2025.0,Nina Wilson,Vertex Insurance,Motor Private,70,Motor Private Third Party Only,703,Injury To Third Part,2025-03-01,2025-03-04,2025-06-10,2025-02-17,2026-02-16,63000,0,0,63000.0,0.0,63000.0,OK,OK,OK,CHECK,OK
C807778,P264347,2019.0,Arjun Davies,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2019-06-02,2019-06-04,2025-06-10,2019-01-01,2019-12-31,0,0,134025,134025.0,0.0,134025.0,OK,OK,OK,OK,OK
C158322,P615571,2025.0,Lucas Khan,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-04-13,2025-04-25,2025-06-16,2025-04-04,2026-04-03,250000,0,0,250000.0,0.0,250000.0,OK,OK,OK,CHECK,OK
C110268,P908285,2025.0,Omar Johnson,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Windscreen Damage,2025-05-27,2025-06-03,2025-06-11,2025-01-01,2025-12-31,28500,0,0,28500.0,0.0,28500.0,OK,OK,OK,CHECK,OK
C813437,P242773,2024.0,Mateo Miller,Summit Brokers,Motor Commercial,80,Motor Commercial Third Party,808,Third Party Property,2025-03-26,2025-03-28,2025-06-27,2024-07-01,2025-06-30,0,0,34200,34200.0,0.0,34200.0,OK,OK,OK,OK,OK
C436250,P140787,2024.0,Mateo Miller,Pioneer Underwriters,Motor Commercial,80,Motor Commercial Third Party,808,Injury To Third Part,2025-02-15,2025-02-17,2025-06-27,2024-07-01,2025-06-30,0,0,40450,40450.0,0.0,40450.0,OK,OK,OK,OK,OK
C597774,P413818,2024.0,Yusuf Thompson,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,2024-07-02,2024-07-19,2025-06-11,2024-01-28,2025-01-27,495000,0,0,495000.0,0.0,495000.0,OK,OK,OK,OK,OK
C461576,P576989,2024.0,Ella Smith,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-13,2025-01-23,2025-06-20,2024-04-12,2025-02-11,27000,0,0,27000.0,0.0,27000.0,OK,OK,OK,OK,OK
C694173,P486695,2024.0,Lucas Johnson,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-04-20,2025-04-22,2025-06-13,2024-06-22,2025-06-21,0,0,1108058,1108058.0,0.0,1108058.0,OK,OK,OK,OK,OK
C597514,P655380,2024.0,Isla Shah,Summit Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-03-19,2025-03-20,2025-06-20,2024-08-28,2025-08-27,0,0,26160,26160.0,0.0,26160.0,OK,OK,OK,OK,OK
C449650,P225544,2025.0,Isla Begum,Horizon Brokers,Theft,10,Fidelity Guarantee,101,Theft,2025-01-03,2025-01-29,2025-06-24,2025-01-01,2025-12-31,0,0,48140,48140.0,0.0,48140.0,OK,OK,OK,CHECK,OK
C105912,P309659,2021.0,Isla Williams,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2021-11-30,2021-11-30,2025-06-16,2021-06-01,2022-05-31,0,0,831089,831089.0,0.0,831089.0,OK,OK,OK,OK,OK
C533218,P264350,2013.0,Sophia Williams,Epsilon Underwriters,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2014-05-25,2016-05-16,2025-06-20,2013-05-27,2014-05-26,0,0,12151,12151.0,0.0,12151.0,OK,OK,OK,OK,OK
C681748,P922616,2024.0,Ella Hughes,Delta Coverage Ltd,Motor Commercial,80,PSV,804,Own Damage,2025-03-06,2025-03-18,2025-06-20,2024-11-19,2025-11-18,0,0,18300,18300.0,0.0,18300.0,OK,OK,OK,CHECK,OK
C929210,P177169,2024.0,Amelia Hughes,Gamma Insurance Brokers,Theft,10,All Risks,103,Accidental Damage,2025-03-07,2025-04-15,2025-06-24,2024-05-16,2025-05-15,0,0,46980,46980.0,0.0,46980.0,OK,OK,OK,OK,OK
C130252,P622342,2021.0,Aisha Smith,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2021-11-18,2022-08-01,2025-06-20,2021-10-20,2021-11-19,0,0,39600,39600.0,0.0,39600.0,OK,OK,OK,OK,OK
C552296,P528482,2024.0,Maya Ahmed,Alpha Insurance Agency,Marine,6,Goods- in- Transit,62,Theft of goods,2025-04-15,2025-04-16,2025-06-19,2024-06-03,2025-06-04,2076423,0,0,2076423.0,0.0,2076423.0,OK,OK,OK,OK,OK
C713542,P923810,2023.0,Noah Hughes,Lambda Insurance Group,Fire Industrial,4,Industrial All Risks,42,Floods,2023-03-27,2023-03-27,2025-06-19,2023-01-01,2024-01-01,3000630,0,0,,2823287.97,177342.03,OK,OK,OK,OK,CHECK
C450788,P479974,2023.0,Lucas Begum,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-11-16,2023-11-20,2025-06-20,2023-08-23,2024-08-22,0,0,127350,127350.0,0.0,127350.0,OK,OK,OK,OK,OK
C841112,P826020,2024.0,Ethan Fernandez,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-02-28,2025-05-15,2025-06-20,2024-06-16,2025-04-15,10000,0,0,10000.0,0.0,10000.0,OK,OK,OK,OK,OK
C169836,P161962,2025.0,Maya Hughes,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-04-13,2025-04-15,2025-06-24,2025-02-02,2025-12-01,430250,0,0,430250.0,0.0,430250.0,OK,OK,OK,CHECK,OK
C466232,P191736,2025.0,Yusuf Davies,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-21,2025-03-03,2025-06-24,2024-12-21,2025-03-06,30000,0,0,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C474655,P356538,2023.0,Fatima Lewis,Broker Two,Motor Commercial,80,General Cartage,807,Own Damage,2024-01-24,2024-02-02,2025-06-24,2023-08-07,2024-08-06,0,0,705000,705000.0,0.0,705000.0,OK,OK,OK,OK,OK
C239701,P804399,2024.0,Maya Johnson,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-31,2025-01-02,2025-06-25,2024-05-29,2025-05-28,750042,0,0,750042.0,0.0,750042.0,OK,OK,OK,OK,OK
C150436,P418468,2024.0,Yusuf Gupta,Epsilon Underwriters,Motor Commercial,80,PSV,804,Accidental Damage,2024-10-05,2024-10-05,2025-06-25,2024-03-20,2025-03-19,16800,0,0,16800.0,0.0,16800.0,OK,OK,OK,OK,OK
C730405,P887481,2024.0,Daniel Taylor,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-04-21,2025-04-29,2025-06-27,2024-08-01,2025-07-31,0,0,20000,20000.0,0.0,20000.0,OK,OK,OK,OK,OK
C842807,P682446,2024.0,Ella Davies,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-05-28,2025-06-03,2025-06-27,2024-11-05,2025-11-04,0,0,15000,15000.0,0.0,15000.0,OK,OK,OK,CHECK,OK
C543451,P656959,2024.0,Raj Johnson,Beta Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-02-15,2025-04-09,2025-06-27,2024-05-14,2025-05-13,0,0,26000,26000.0,0.0,26000.0,OK,OK,OK,OK,OK
C561300,P855098,2025.0,Mateo Smith,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Windscreen Damage,2025-06-05,2025-06-12,2025-06-27,2025-01-01,2025-12-31,0,0,16000,16000.0,0.0,16000.0,OK,OK,OK,CHECK,OK
C275518,P805585,2024.0,Zara Ahmed,Kappa Brokers,Fire Domestic,3,Domestic Package,30,Floods,2024-04-22,2024-04-23,2025-01-09,2024-03-31,2025-03-30,0,0,71920,71920.0,48370.55,23549.45,OK,OK,OK,OK,OK
C338724,P602420,2024.0,Fatima Ahmed,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Third Party Property,2024-02-04,2024-03-15,2025-05-16,2024-01-16,2024-02-15,0,0,168800,168800.0,0.0,168800.0,OK,OK,OK,OK,OK
C661449,P481611,2022.0,Sophia Miller,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-02-23,2023-03-07,2025-03-13,2022-09-04,2023-09-03,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C891356,P639517,2024.0,David Begum,Kappa Brokers,Fire Domestic,3,Domestic Package,30,Floods,2024-07-09,2024-07-10,2025-01-09,2024-07-01,2025-06-30,0,0,71920,71920.0,24728.4,47191.6,OK,OK,OK,OK,OK
C137619,P421136,2023.0,Mateo Thompson,Alpha Insurance Agency,Motor Commercial,80,PSV,804,Own Damage,2024-02-12,2024-02-21,2025-03-07,2023-10-17,2024-10-16,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C372207,P134893,2024.0,Arjun Hall,Sigma Risk Advisors,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-06-21,2024-06-24,2025-01-23,2024-01-29,2024-12-31,423000,0,0,423000.0,0.0,423000.0,OK,OK,OK,OK,OK
C868500,P649257,2024.0,Daniel Patel,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-19,2024-07-22,2025-01-21,2024-07-01,2025-06-30,0,0,146060,146060.0,0.0,146060.0,OK,OK,OK,OK,OK
C226627,P171460,2023.0,Ethan Shah,Taurus Brokers,Motor Private,70,Motor Cycle Comprehensive,701,Accidental Damage,2023-10-06,2023-10-12,2025-01-09,2023-07-01,2024-06-30,0,0,133700,133700.0,0.0,133700.0,OK,OK,OK,OK,OK
C331508,P857914,2022.0,Mateo Wilson,Orion Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-05-24,2023-05-25,2025-01-09,2022-06-17,2023-06-16,0,0,222300,222300.0,222300.0,0.0,OK,OK,OK,OK,OK
C808560,P873400,2024.0,Amelia Miller,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-16,2024-11-18,2025-01-10,2024-06-28,2025-06-27,96000,0,0,96000.0,0.0,96000.0,OK,OK,OK,OK,OK
C348102,P403487,2024.0,Nina Wilson,Orion Risk Partners,Engineering,2,Machinery Breakdown,23,Accidental damage,2024-11-21,2024-11-21,2025-01-08,2024-02-01,2025-01-31,190000,0,0,190000.0,99090.89,90909.11,OK,OK,OK,OK,OK
C114157,P924022,2023.0,Maya Ali,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,2024-02-16,2024-02-19,2025-01-15,2023-10-20,2024-10-19,94370,0,0,94370.0,0.0,94370.0,OK,OK,OK,OK,OK
C873906,P502161,2024.0,Daniel Ahmed,Taurus Brokers,Motor Private,70,Motor Cycle Comprehensive,701,Accidental Damage,2024-07-19,2024-07-23,2025-01-08,2024-05-01,2025-04-30,20000,0,0,20000.0,0.0,20000.0,OK,OK,OK,OK,OK
C302818,P705761,2024.0,Aisha Hall,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-26,2024-10-28,2025-01-08,2024-10-25,2025-10-24,30000,0,0,30000.0,0.0,30000.0,OK,OK,OK,CHECK,OK
C991057,P845287,2024.0,Zara Khan,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-22,2025-01-06,2025-01-15,2024-11-21,2025-11-20,12000,0,0,12000.0,0.0,12000.0,OK,OK,OK,CHECK,OK
C934359,P223929,2024.0,Daniel Williams,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,2024-07-29,2024-12-09,2025-02-06,2024-05-01,2025-04-30,168754,0,0,168754.0,0.0,168754.0,OK,OK,OK,OK,OK
C732785,P651486,2022.0,Sophia Smith,Pioneer Underwriters,Motor Commercial,80,Motor Commercial Third Party,808,Own Damage,2023-01-31,2023-02-04,2025-01-09,2022-06-08,2023-06-07,0,0,131765,131765.0,102238.0,29527.0,OK,OK,OK,OK,OK
C616454,P807042,2023.0,Ethan Shah,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-09,2024-11-13,2025-01-13,2023-12-27,2024-11-15,750000,0,0,750000.0,0.0,750000.0,OK,OK,OK,OK,OK
C342283,P991419,2020.0,Yusuf Patel,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2021-06-17,2021-07-22,2025-01-10,2020-08-01,2021-07-31,0,0,517430,517430.0,0.0,517430.0,OK,OK,OK,OK,OK
C517955,P160183,2024.0,Leo Roberts,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-04,2024-12-10,2025-01-14,2024-09-19,2025-09-18,2250000,0,0,2250000.0,0.0,2250000.0,OK,OK,OK,CHECK,OK
C392796,P321956,2023.0,Arjun Smith,Theta Insurance,Engineering,2,Contractors' All Risks,20,Theft of material,2023-09-04,2023-09-27,2025-01-17,2023-03-17,2024-03-16,206131,0,0,206131.0,0.0,206131.0,OK,OK,OK,OK,OK
C791492,P126960,2024.0,Leila Begum,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-19,2024-10-19,2025-01-21,2024-02-04,2025-02-03,0,0,253940,253940.0,0.0,253940.0,OK,OK,OK,OK,OK
C878172,P589105,2024.0,Ella Johnson,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-18,2024-10-24,2025-02-06,2024-10-01,2025-09-30,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C895383,P755060,2024.0,Aarav Patel,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-18,2025-01-14,2025-02-04,2024-02-02,2025-02-01,10000,0,0,10000.0,0.0,10000.0,OK,OK,OK,OK,OK
C268331,P195699,2017.0,Fatima Hughes,Pioneer Underwriters,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2017-06-10,2017-07-06,2025-02-19,2017-03-03,2017-09-30,0,0,84600,84600.0,0.0,84600.0,OK,OK,OK,OK,OK
C272359,P484165,2024.0,Raj Taylor,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-30,2024-12-02,2025-02-06,2024-01-01,2024-12-31,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C252175,P544931,2024.0,Omar Fernandez,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-13,2024-11-18,2025-02-06,2024-02-13,2025-02-12,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C496673,P589078,2023.0,Nina Shah,Horizon Brokers,Motor Private,70,Motor Private Third Party Only,703,Injury To Third Part,2024-01-10,2024-10-04,2025-01-21,2023-08-09,2024-08-08,0,0,200000,200000.0,0.0,200000.0,OK,OK,OK,OK,OK
C392243,P939127,2022.0,Leila Gupta,Lambda Insurance Group,Fire Industrial,4,Fire and Allied Perils,40,Own Damage,2022-08-10,2022-09-07,2025-01-21,2022-01-01,2023-01-01,6000000,0,0,6000000.0,5748690.6,251309.4,OK,OK,OK,OK,OK
C923787,P631507,2023.0,Aarav Hughes,Alpha Insurance Agency,Fire Domestic,3,Domestic Package,30,Floods,2023-09-21,2023-09-25,2025-01-30,2023-07-30,2024-07-29,254087,0,0,254087.0,183507.29,70579.71,OK,OK,OK,OK,OK
C442609,P971178,2024.0,Omar Taylor,Orion Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Windscreen Damage,2024-11-20,2025-01-10,2025-01-21,2024-11-15,2024-12-14,11000,0,0,11000.0,0.0,11000.0,OK,OK,OK,OK,OK
C540162,P452302,2024.0,David Johnson,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-13,2024-11-14,2025-02-06,2024-01-01,2024-12-31,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,OK,OK
C903111,P943425,2024.0,Noah Thompson,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-02,2024-11-04,2025-02-06,2024-09-29,2025-09-28,0,0,7380,7380.0,0.0,7380.0,OK,OK,OK,CHECK,OK
C276292,P493551,2024.0,Priya Singh,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-21,2025-02-07,2024-09-04,2025-09-03,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C662494,P597711,2024.0,Arjun Smith,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-18,2024-11-18,2025-02-07,2024-07-03,2025-07-02,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C959073,P270574,2024.0,Maya Smith,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-10,2024-12-13,2025-02-06,2024-04-19,2025-04-18,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C957239,P265020,2024.0,Aisha Brown,Pioneer Underwriters,Motor Private,70,Motor Cycle Comprehensive,701,Accidental Damage,2024-12-13,2024-12-16,2025-02-06,2024-02-22,2025-02-21,0,0,5390,5390.0,0.0,5390.0,OK,OK,OK,OK,OK
C973292,P678355,2024.0,Sophia Taylor,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-25,2024-08-28,2025-02-06,2024-01-09,2025-01-08,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C881047,P682462,2023.0,Mateo Patel,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-26,2024-08-27,2025-02-06,2023-10-11,2024-10-10,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C523541,P994867,2024.0,Raj Miller,Taurus Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-12,2024-12-12,2025-02-06,2024-04-14,2025-04-13,0,0,21908,21908.0,0.0,21908.0,OK,OK,OK,OK,OK
C380713,P463717,2024.0,Maya Johnson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-10-03,2024-10-07,2025-01-24,2024-07-09,2025-07-08,0,0,16500,16500.0,0.0,16500.0,OK,OK,OK,OK,OK
C641013,P798020,2024.0,Yusuf Lewis,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-30,2024-10-02,2025-02-07,2024-01-24,2025-01-23,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C118510,P297477,2024.0,Priya Fernandez,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-08,2024-11-12,2025-02-07,2024-07-01,2025-06-30,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C141971,P478499,2023.0,Ethan Johnson,Delta Coverage Ltd,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-22,2024-10-24,2025-02-07,2023-11-21,2024-11-20,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C147783,P770392,2024.0,Aarav Johnson,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-30,2024-12-04,2025-02-07,2024-01-27,2025-01-26,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C338500,P860988,2023.0,Sophia Brown,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-10,2024-07-16,2025-03-07,2023-08-04,2024-08-03,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C745371,P628864,2024.0,Raj Smith,Zeta Assurance,Liability,5,Public Liability,52,Accidental Damage,2024-07-19,2024-08-14,2025-02-06,2023-09-01,2024-08-31,0,0,3150,3150.0,0.0,3150.0,OK,OK,OK,OK,OK
C446056,P165742,2022.0,Priya Sharma,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-02-11,2022-02-18,2025-03-11,2022-01-12,2022-02-11,0,0,2920,2920.0,0.0,2920.0,OK,OK,OK,OK,OK
C983798,P700863,2024.0,Sophia Brown,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-12,2024-11-14,2025-02-06,2024-10-18,2025-10-17,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C408157,P695681,2023.0,Ethan Begum,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-11,2024-07-18,2025-02-06,2023-09-13,2024-09-12,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C961038,P394369,2024.0,Ethan Fernandez,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-02,2024-11-06,2025-02-06,2024-01-25,2025-01-24,0,0,7130,7130.0,0.0,7130.0,OK,OK,OK,OK,OK
C344203,P109615,2024.0,Arjun Ahmed,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-12,2024-10-08,2025-02-06,2024-03-19,2025-03-18,65140,0,0,65140.0,0.0,65140.0,OK,OK,OK,OK,OK
C861456,P762185,2024.0,Fatima Brown,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-11,2024-10-15,2025-02-19,2024-05-31,2025-05-30,0,0,68920,68920.0,0.0,68920.0,OK,OK,OK,OK,OK
C381601,P252022,2023.0,Daniel Gupta,Iota Claims Ltd,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-23,2024-09-23,2025-02-19,2023-11-14,2024-11-13,0,0,179120,179120.0,0.0,179120.0,OK,OK,OK,OK,OK
C506511,P933508,2023.0,Leo Fernandez,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-14,2024-08-16,2025-02-19,2023-11-23,2024-11-22,0,0,236060,236060.0,0.0,236060.0,OK,OK,OK,OK,OK
C591001,P914323,2023.0,Leo Miller,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-18,2024-05-30,2025-02-06,2023-07-22,2024-07-21,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C318799,P434023,2024.0,Zara Wilson,Broker One,Theft,10,All Risks,103,Loss of Phone,2024-12-27,2025-01-16,2025-01-30,2024-10-28,2025-06-30,75451,0,0,75451.0,0.0,75451.0,OK,OK,OK,OK,OK
C191086,P243161,2022.0,Maya Fernandez,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-16,2023-04-16,2025-02-07,2022-11-15,2023-11-14,0,0,24460,24460.0,0.0,24460.0,OK,OK,OK,OK,OK
C319855,P346330,2022.0,David Wilson,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-01-05,2023-01-09,2025-02-06,2022-04-09,2023-04-08,0,0,28960,28960.0,0.0,28960.0,OK,OK,OK,OK,OK
C398868,P753264,2023.0,Omar Shah,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-02-18,2024-02-22,2025-02-06,2023-05-23,2024-05-22,0,0,34650,34650.0,0.0,34650.0,OK,OK,OK,OK,OK
C810031,P491071,2022.0,Raj Taylor,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-30,2023-07-03,2025-02-06,2022-09-23,2023-09-22,0,0,24960,24960.0,0.0,24960.0,OK,OK,OK,OK,OK
C821761,P365314,2021.0,Daniel Smith,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-10-04,2022-10-11,2025-02-07,2021-11-17,2022-11-16,0,0,24500,24500.0,0.0,24500.0,OK,OK,OK,OK,OK
C714203,P939926,2023.0,Yusuf Roberts,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-30,2024-10-02,2025-02-19,2023-11-17,2024-11-16,0,0,213920,213920.0,0.0,213920.0,OK,OK,OK,OK,OK
C986568,P990278,2022.0,Isla Johnson,Alpha Insurance Agency,Motor Commercial,80,General Cartage,807,Accidental Damage,2023-04-25,2023-04-27,2025-03-13,2022-06-21,2023-05-19,0,0,30210,30210.0,0.0,30210.0,OK,OK,OK,OK,OK
C654662,P574273,2024.0,Priya Davies,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-22,2025-01-03,2025-02-06,2024-07-01,2025-06-30,16000,0,0,16000.0,0.0,16000.0,OK,OK,OK,OK,OK
C654939,P185078,2022.0,Fatima Miller,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-05-19,2023-05-19,2025-03-07,2022-09-12,2023-09-11,0,0,30450,30450.0,0.0,30450.0,OK,OK,OK,OK,OK
C291841,P623330,2024.0,Leo Miller,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-23,2024-10-25,2025-02-19,2024-03-21,2025-02-28,0,0,298368,298368.0,0.0,298368.0,OK,OK,OK,OK,OK
C567957,P885382,2024.0,Lucas Johnson,Taurus Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-23,2024-10-25,2025-02-06,2024-03-21,2025-02-28,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C417287,P385400,2024.0,Sophia Ali,Pioneer Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-23,2024-10-25,2025-02-06,2024-03-21,2025-02-28,0,0,12760,12760.0,0.0,12760.0,OK,OK,OK,OK,OK
C448059,P152189,2024.0,Ella Singh,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-07,2024-10-09,2025-02-14,2024-09-19,2025-09-18,0,0,153700,153700.0,0.0,153700.0,OK,OK,OK,CHECK,OK
C317451,P840379,2024.0,Ethan Begum,Horizon Brokers,Motor Commercial,80,General Cartage,807,Accidental Damage,2024-09-24,2024-10-01,2025-02-19,2024-07-01,2025-06-30,0,0,277298,277298.0,0.0,277298.0,OK,OK,OK,OK,OK
